refDes,week,delivered_human,c1_expected_human,pct_technical,c3_expected_human,pct_retention,pct_science
RS01SUM1-LJ01B-08-OBSSPA101,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-08-OBSSPA101,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-08-OBSSPA101,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-07-OBSSPA102,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS01SUM1-LJ01B-06-OBSSPA103,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-06-OBSSPA301,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS03ASHS-MJ03B-05-OBSSPA302,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-05-OBSSPA303,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS03ECAL-MJ03E-08-OBSSPA304,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-10-06,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-10-13,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-10-20,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-10-27,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-11-03,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-11-10,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-11-17,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-11-24,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-12-01,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-12-08,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-12-15,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-12-22,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2025-12-29,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-01-05,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-01-12,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-01-19,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-01-26,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-02-02,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-02-09,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-02-16,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-02-23,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-03-02,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-03-09,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-03-16,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-03-23,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-03-30,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-04-06,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-04-13,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-04-20,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-04-27,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-05-04,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-05-11,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-05-18,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-05-25,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-06-01,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-06-08,0 bytes,0 bytes,,0 bytes,,
RS03INT2-MJ03D-05-OBSSPA305,2026-06-15,0 bytes,0 bytes,,0 bytes,,
RS01SLBS-LJ01A-11-OPTAAC103,2025-10-06,91 MiB,91 MiB,100.0,91 MiB,100.0,100.0
RS01SLBS-LJ01A-11-OPTAAC103,2025-10-13,91 MiB,91 MiB,100.0,91 MiB,100.0,100.0
RS01SLBS-LJ01A-11-OPTAAC103,2025-10-20,91 MiB,91 MiB,100.0,91 MiB,100.0,100.0
RS01SLBS-LJ01A-11-OPTAAC103,2025-10-27,91 MiB,91 MiB,100.0,91 MiB,100.0,100.0
RS01SLBS-LJ01A-11-OPTAAC103,2025-11-03,101 MiB,91 MiB,111.0,91 MiB,111.0,100.0
RS01SLBS-LJ01A-11-OPTAAC103,2025-11-10,91 MiB,91 MiB,100.0,91 MiB,100.0,100.0
