refDes,week,delivered_bytes,delivered_human
CE04OSBP-LJ01C-06-CTDBPO108,2026-05-25,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-06-01,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-06-08,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-06-15,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-06-22,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-06-29,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-07-06,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-07-13,32296138,30.8 MiB
CE04OSBP-LJ01C-06-CTDBPO108,2026-07-20,32296138,30.8 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-04-13,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-04-20,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-04-27,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-05-04,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-05-11,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-05-18,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-05-25,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-06-01,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-06-08,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-06-15,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-06-22,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-06-29,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-07-06,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-07-13,220200960,210 MiB
CE04OSBP-LJ01C-07-VEL3DC107,2026-07-20,220200960,210 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-04-13,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-04-20,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-04-27,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-05-04,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-05-11,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-05-18,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-05-25,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-06-01,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-06-08,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-06-15,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-06-22,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-06-29,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-07-06,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-07-13,95420416,91 MiB
CE04OSBP-LJ01C-08-OPTAAC104,2026-07-20,95420416,91 MiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-04-13,69320,67.7 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-04-20,69320,67.7 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-04-27,69936,68.3 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-05-04,69526,67.9 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-05-11,69935,68.3 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-05-18,70142,68.5 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-05-25,70039,68.4 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-06-01,69321,67.7 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-06-08,68810,67.2 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-06-15,69116,67.5 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-06-22,69014,67.4 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-06-29,69218,67.6 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-07-06,69833,68.2 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-07-13,69525,67.9 KiB
CE04OSBP-LJ01C-09-PCO2WB104,2026-07-20,68912,67.3 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-04-13,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-04-20,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-04-27,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-05-04,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-05-11,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-05-18,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-05-25,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-06-01,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-06-08,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-06-15,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-06-22,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-06-29,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-07-06,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-07-13,186368,182 KiB
CE04OSBP-LJ01C-10-PHSEND107,2026-07-20,186368,182 KiB
CE04OSBP-LJ01C-11-HYDBBA105,2026-04-13,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-04-20,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-04-27,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-05-04,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-05-11,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-05-18,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-05-25,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-06-01,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-06-08,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-06-15,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-06-22,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-06-29,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-07-06,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-07-13,0,0 bytes
CE04OSBP-LJ01C-11-HYDBBA105,2026-07-20,0,0 bytes
CE04OSBP-LV01C-06-CAMDSB106,2026-04-13,10239868680,9.54 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-04-20,9998171868,9.31 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-04-27,10005721649,9.32 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-05-04,9977410074,9.29 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-05-11,9953502452,9.27 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-05-18,9924666604,9.24 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-05-25,10003624483,9.32 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-06-01,9877585493,9.2 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-06-08,9793279874,9.12 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-06-15,9810371694,9.14 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-06-22,9786359309,9.11 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-06-29,9810266865,9.14 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-07-06,9873915378,9.2 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-07-13,9889014929,9.21 GiB
CE04OSBP-LV01C-06-CAMDSB106,2026-07-20,9826205220,9.15 GiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-13,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-20,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-04-27,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-04,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-11,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-18,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-05-25,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-01,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-08,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-15,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-22,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-06-29,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-06,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-13,32296138,30.8 MiB
CE04OSPS-PC01B-4A-CTDPFA109,2026-07-20,32296138,30.8 MiB
CE04OSPS-PC01B-4B-PHSENA106,2026-04-13,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-04-20,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-04-27,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-05-04,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-05-11,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-05-18,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-05-25,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-06-01,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-06-08,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-06-15,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-06-22,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-06-29,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-07-06,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-07-13,0,0 bytes
CE04OSPS-PC01B-4B-PHSENA106,2026-07-20,0,0 bytes
CE04OSPS-PC01B-4C-PHSENH109,2026-04-13,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-04-20,144384,141 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-04-27,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-05-04,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-05-11,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-05-18,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-05-25,144384,141 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-06-01,145408,142 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-06-08,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-06-15,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-06-22,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-06-29,144384,141 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-07-06,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-07-13,143360,140 KiB
CE04OSPS-PC01B-4C-PHSENH109,2026-07-20,143360,140 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-13,69524,67.89 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-20,69936,68.3 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-04-27,69731,68.1 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-04,69629,68 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-11,69526,67.9 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-18,69320,67.7 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-05-25,69628,68 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-01,69730,68.1 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-08,69320,67.7 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-15,69730,68.1 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-22,69525,67.9 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-06-29,69423,67.8 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-06,69731,68.1 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-13,69525,67.9 KiB
CE04OSPS-PC01B-4D-PCO2WA105,2026-07-20,69525,67.9 KiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-13,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-20,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-04-27,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-04,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-11,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-18,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-05-25,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-01,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-08,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-15,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-22,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-06-29,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-06,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-13,26424111,25.2 MiB
CE04OSPS-SF01B-2A-CTDPFA107,2026-07-20,26424111,25.2 MiB
CE04OSPS-SF01B-2B-PHSENA108,2026-04-13,224256,219 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-04-20,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-04-27,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-05-04,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-05-11,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-05-18,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-05-25,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-06-01,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-06-08,224256,219 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-06-15,221184,216 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-06-22,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-06-29,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-07-06,222208,217 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-07-13,223232,218 KiB
CE04OSPS-SF01B-2B-PHSENA108,2026-07-20,222208,217 KiB
CE04OSPS-SF01B-3A-FLORTD104,2026-04-13,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-04-20,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-04-27,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-05-04,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-05-11,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-05-18,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-05-25,37748733,36 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-06-01,38063307,36.3 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-06-08,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-06-15,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-06-22,38168165,36.4 MiB
CE04OSPS-SF01B-3A-FLORTD104,2026-06-29,38168165,36.4 MiB
